Norway,2018,7543.64,20.2,403
Norway,2019,7536.12,19.2,406
Norway,2020,7227.65,20.6,404
Norway,2021,8234.29,22.2,420
Poland*,2014,10106.66,99,458
Poland*,2015,10588.47,98.9,477
Poland*,2016,9397.47,101.6,492
Poland*,2017,9940.39,105.3,516
Poland*,2018,11857.42,109.5,544
Poland*,2019,11824.14,113.1,570
Poland*,2020,13362.74,116.2,555
Poland*,2021,15400.74,121,585
Portugal,2014,3007.36,30.7,196
Portugal,2015,2645.16,28.3,199
Portugal,2016,2615.77,29.8,203
Portugal,2017,2737.63,27.8,211
Portugal,2018,3248.69,26.9,217
Portugal,2019,3299.09,23.8,222
Portugal,2020,3272.55,23.7,204
Portugal,2021,3920.33,24.1,213
Romania*,2014,2691.47,65.1,173
Romania*,2015,2580.61,64.5,178
Romania*,2016,2645.44,63.4,186
Romania*,2017,3643.34,64,200
Romania*,2018,4359.38,64,209
Romania*,2019,4607.71,64.5,217
Romania*,2020,5049.71,66.4,209
Romania*,2021,5347.67,68.6,223
Slovak Republic,2014,998.71,12.4,84
Slovak Republic,2015,986.97,12.4,89
Slovak Republic,2016,1003.81,12.2,90
Slovak Republic,2017,1055.50,12.2,93
Slovak Republic,2018,1297.77,12.2,97
Slovak Republic,2019,1802.05,12.7,99
Slovak Republic,2020,2049.20,13.1,95
Slovak Republic,2021,2002.74,13.1,98
Slovenia,2014,486.97,6.8,42
Slovenia,2015,400.99,6.6,43
Slovenia,2016,449.46,6.5,44
Slovenia,2017,476.80,6.3,47
Slovenia,2018,546.62,6.2,49
Slovenia,2019,572.40,6,50
Slovenia,2020,568.37,6,48
Slovenia,2021,744.85,6,51
Spain,2014,12634.32,121.8,"1,152"
Spain,2015,11096.06,121.6,"1,196"
Spain,2016,9974.94,121,"1,232"
Spain,2017,11889.14,117.7,"1,269"
Spain,2018,13199.86,117.4,"1,298"
Spain,2019,12630.39,117,"1,325"
Spain,2020,12828.04,118.7,"1,181"
Spain,2021,14580.76,119,"1,234"
Turkey,2014,13576.89,426.6,815
Turkey,2015,11953.25,384.8,864
Turkey,2016,12643.55,359.3,893
Turkey,2017,12970.99,416.7,960
Turkey,2018,14167.57,444.3,988
Turkey,2019,14088.65,441.8,997
Turkey,2020,13395.89,433,"1,015"
Turkey,2021,13014.30,439.1,"1,107"
United Kingdom,2014,65691.74,168.7,"2,882"
United Kingdom,2015,59505.33,141.4,"2,957"
United Kingdom,2016,56362.45,139.5,"3,024"
United Kingdom,2017,55718.63,149.4,"3,089"
United Kingdom,2018,60380.34,146.6,"3,140"
United Kingdom,2019,59399.30,144,"3,192"
United Kingdom,2020,63499.97,147.3,"2,883"
United Kingdom,2021,72706.39,156.2,"3,082"
United States,2014,653942.00,"1,338.20","17,726"
United States,2015,641253.00,"1,314.10","18,206"
United States,2016,656059.00,"1,301.40","18,510"
United States,2017,642933.00,"1,305.90","18,927"
United States,2018,672255.00,"1,317.40","19,480"
United States,2019,730149.00,"1,339.00","19,925"
United States,2020,784952.00,"1,346.00","19,247"
United States,2021,811140.00,"1,351.50","20,317"
NATO Europe and Canada,2014,289275.30,"1,891","17,546"
NATO Europe and Canada,2015,254422.85,"1,811","17,897"
NATO Europe and Canada,2016,255594.71,"1,788","18,250"
NATO Europe and Canada,2017,275100.05,"1,857","18,791"
NATO Europe and Canada,2018,300167.44,"1,893","19,153"
NATO Europe and Canada,2019,301841.03,"1,881","19,477"
NATO Europe and Canada,2020,326194.98,"1,897","18,232"
NATO Europe and Canada,2021,364192.12,"1,930","19,227"
NATO Total,2014,943217.30,"3,229","35,272"
NATO Total,2015,895675.85,"3,125","36,103"
NATO Total,2016,911653.71,"3,090","36,760"
NATO Total,2017,918033.05,"3,163","37,718"
NATO Total,2018,972422.44,"3,210","38,633"
NATO Total,2019,1031990.03,"3,220","39,402"
NATO Total,2020,1111146.98,"3,243","37,479"
NATO Total,2021,1175332.12,"3,282","39,544"
